SchoolID,School,District,DistID
696,May Roberts Elementary School,Ontario SD 8C,2108
697,Pioneer Elementary School,Ontario SD 8C,2108
698,Ontario Middle School,Ontario SD 8C,2108
699,Ontario High School,Ontario SD 8C,2108
700,Juntura Elementary School,Juntura SD 12,2109
701,Vale Elementary School,Vale SD 84,2116
702,Nyssa Elementary School,Nyssa SD 26,2110
703,Nyssa Middle School,Nyssa SD 26,2110
704,Nyssa High School,Nyssa SD 26,2110
705,Annex Charter School,Annex SD 29,2111
706,Willowcreek Elementary School,Vale SD 84,2116
707,Adrian Elementary School,Adrian SD 61,2113
708,Adrian High School,Adrian SD 61,2113
711,W W Jones Elementary School,Arock SD 81,2115
712,Jordan Valley High School,Jordan Valley SD 3,2107
713,Vale High School,Vale SD 84,2116
714,Eugene Field Elementary School,Silver Falls SD 4J,2138
715,Mark Twain Middle School,Silver Falls SD 4J,2138
716,Robert Frost Elementary School,Silver Falls SD 4J,2138
717,Sublimity Elementary School,North Santiam SD 29J,2143
718,Evergreen Elementary School,Silver Falls SD 4J,2138
719,Aumsville Elementary School,Cascade SD 5,2139
721,Jefferson Elementary School,Jefferson SD 14J,2140
722,Jefferson Middle School,Jefferson SD 14J,2140
723,Jefferson High School,Jefferson SD 14J,2140
724,North Marion Intermediate School,North Marion SD 15,2141
725,North Marion Middle School,North Marion SD 15,2141
726,North Marion High School,North Marion SD 15,2141
728,Auburn Elementary School,Salem-Keizer SD 24J,2142
731,Brush College Elementary School,Salem-Keizer SD 24J,2142
732,Bush Elementary School,Salem-Keizer SD 24J,2142
733,Candalaria Elementary School,Salem-Keizer SD 24J,2142
734,Clear Lake Elementary School,Salem-Keizer SD 24J,2142
735,Cummings Elementary School,Salem-Keizer SD 24J,2142
736,Englewood Elementary School,Salem-Keizer SD 24J,2142
737,Wright Elementary School,Salem-Keizer SD 24J,2142
738,Four Corners Elementary School,Salem-Keizer SD 24J,2142
740,Grant Community School,Salem-Keizer SD 24J,2142
741,Scott Elementary School,Salem-Keizer SD 24J,2142
743,Highland Elementary School,Salem-Keizer SD 24J,2142
744,Hoover Elementary School,Salem-Keizer SD 24J,2142
745,Gubser Elementary School,Salem-Keizer SD 24J,2142
746,Kennedy Elementary School,Salem-Keizer SD 24J,2142
747,Keizer Elementary School,Salem-Keizer SD 24J,2142
749,Liberty Elementary School,Salem-Keizer SD 24J,2142
750,McKinley Elementary School,Salem-Keizer SD 24J,2142
751,Eyre Elementary School,Salem-Keizer SD 24J,2142
753,Morningside Elementary School,Salem-Keizer SD 24J,2142
754,Myers Elementary School,Salem-Keizer SD 24J,2142
755,Hayesville Elementary School,Salem-Keizer SD 24J,2142
756,Pringle Elementary School,Salem-Keizer SD 24J,2142
757,Richmond Elementary School,Salem-Keizer SD 24J,2142
759,Salem Heights Elementary School,Salem-Keizer SD 24J,2142
760,Schirle Elementary School,Salem-Keizer SD 24J,2142
761,Sumpter Elementary School,Salem-Keizer SD 24J,2142
762,Swegle Elementary School,Salem-Keizer SD 24J,2142
763,Washington Elementary School,Salem-Keizer SD 24J,2142
764,Yoshikai Elementary School,Salem-Keizer SD 24J,2142
765,Judson Middle School,Salem-Keizer SD 24J,2142
766,Leslie Middle School,Salem-Keizer SD 24J,2142
767,Parrish Middle School,Salem-Keizer SD 24J,2142
768,Waldo Middle School,Salem-Keizer SD 24J,2142
769,Walker Middle School,Salem-Keizer SD 24J,2142
770,Whiteaker Middle School,Salem-Keizer SD 24J,2142
771,McKay High School,Salem-Keizer SD 24J,2142
772,McNary High School,Salem-Keizer SD 24J,2142
773,North Salem High School,Salem-Keizer SD 24J,2142
774,Sprague High School,Salem-Keizer SD 24J,2142
775,South Salem High School,Salem-Keizer SD 24J,2142
776,Gervais Elementary School,Gervais SD 1,2137
777,Victor Point Elementary School,Silver Falls SD 4J,2138
778,St Paul Elementary School,St Paul SD 45,2144
779,St Paul High School,St Paul SD 45,2144
780,Pratum Elementary School,Silver Falls SD 4J,2138
784,Bethany Charter School,Silver Falls SD 4J,2138
785,Scotts Mills Elementary School,Silver Falls SD 4J,2138
786,Gervais Middle School,Gervais SD 1,2137
788,Stayton Elementary School,North Santiam SD 29J,2143
789,Stayton Middle School,North Santiam SD 29J,2143
790,Turner Elementary School,Cascade SD 5,2139
792,Mt Angel Middle School,Mt Angel SD 91,2145
793,St Marys Public School,Mt Angel SD 91,2145
794,John F Kennedy High School,Mt Angel SD 91,2145
795,Silver Crest Elementary School,Silver Falls SD 4J,2138
796,Nellie Muir Elementary School,Woodburn SD 103,2146
797,Washington Elementary School,Woodburn SD 103,2146
806,Cloverdale Elementary School,Cascade SD 5,2139
807,Central Howell Elementary School,Silver Falls SD 4J,2138
808,Gervais High School,Gervais SD 1,2137
809,Stayton High School,North Santiam SD 29J,2143
810,Cascade Junior High School,Cascade SD 5,2139
811,Cascade Senior High School,Cascade SD 5,2139
812,Silverton High School,Silver Falls SD 4J,2138
813,A C Houghton Elementary School,Morrow SD 1,2147
814,Sam Boardman Elementary School,Morrow SD 1,2147
815,Heppner Elementary School,Morrow SD 1,2147
817,Irrigon Junior/Senior High School,Morrow SD 1,2147
818,Heppner Junior/Senior High School,Morrow SD 1,2147
820,Riverside Junior/Senior High School,Morrow SD 1,2147
822,Abernethy Elementary School,Portland SD 1J,2180
823,Ainsworth Elementary School,Portland SD 1J,2180
824,Alameda Elementary School,Portland SD 1J,2180
826,Arleta Elementary School,Portland SD 1J,2180
827,Astor Elementary School,Portland SD 1J,2180
828,Atkinson Elementary School,Portland SD 1J,2180
829,Rosa Parks Elementary School,Portland SD 1J,2180
830,Beach Elementary School,Portland SD 1J,2180
831,Beaumont Middle School,Portland SD 1J,2180
833,Boise-Eliot Elementary School,Portland SD 1J,2180
834,Bridger Elementary School,Portland SD 1J,2180
835,Bridlemile Elementary School,Portland SD 1J,2180
837,Buckman Elementary School,Portland SD 1J,2180
838,Capitol Hill Elementary School,Portland SD 1J,2180
839,Chapman Elementary School,Portland SD 1J,2180
841,Cesar Chavez K-8 School,Portland SD 1J,2180
842,Harrison Park School,Portland SD 1J,2180
843,Creston Elementary School,Portland SD 1J,2180
844,Duniway Elementary School,Portland SD 1J,2180
847,Faubion Elementary School,Portland SD 1J,2180
849,George Middle School,Portland SD 1J,2180
850,Glencoe Elementary School,Portland SD 1J,2180
852,Gray Middle School,Portland SD 1J,2180
854,Grout Elementary School,Portland SD 1J,2180
855,Hayhurst Elementary School,Portland SD 1J,2180
857,Beverly Cleary School ,Portland SD 1J,2180
858,Hosford Middle School,Portland SD 1J,2180
861,Irvington Elementary School,Portland SD 1J,2180
862,James John Elementary School,Portland SD 1J,2180
864,Kelly Elementary School,Portland SD 1J,2180
866,King Elementary School,Portland SD 1J,2180
868,Laurelhurst Elementary School,Portland SD 1J,2180
869,Lee Elementary School,Portland SD 1J,2180
870,Lent Elementary School,Portland SD 1J,2180
871,Lewis Elementary School,Portland SD 1J,2180
872,Llewellyn Elementary School,Portland SD 1J,2180
873,Maplewood Elementary School,Portland SD 1J,2180
875,Marysville Elementary School,Portland SD 1J,2180
877,Mt Tabor Middle School,Portland SD 1J,2180
878,Chief Joseph/Ockley Green School,Portland SD 1J,2180
878,Chief Joseph/Ockley Green School,Portland SD 1J,2180
879,Peninsula Elementary School,Portland SD 1J,2180
880,Parry Center for Children,Portland SD 1J,2180
883,Richmond Elementary School,Portland SD 1J,2180
884,Rigler Elementary School,Portland SD 1J,2180
885,Roseway Heights School,Portland SD 1J,2180
886,Sabin Elementary School,Portland SD 1J,2180
887,Scott Elementary School,Portland SD 1J,2180
888,Sellwood Middle School,Portland SD 1J,2180
889,Sitton Elementary School,Portland SD 1J,2180
890,Skyline Elementary School,Portland SD 1J,2180
892,Stephenson Elementary School,Portland SD 1J,2180
893,Sunnyside Environmental School,Portland SD 1J,2180
895,Vernon Elementary School,Portland SD 1J,2180
896,Vestal Elementary School,Portland SD 1J,2180
898,West Sylvan Middle School,Portland SD 1J,2180
900,Whitman Elementary School,Portland SD 1J,2180
902,Woodlawn Elementary School,Portland SD 1J,2180
903,Woodmere Elementary School,Portland SD 1J,2180
904,Woodstock Elementary School,Portland SD 1J,2180
906,Benson Polytechnic High School,Portland SD 1J,2180
907,Boys & Girls Aid Society/Johns Landing School,Portland SD 1J,2180
908,Janus Youth Programs,Portland SD 1J,2180
909,Cleveland High School,Portland SD 1J,2180
911,Franklin High School,Portland SD 1J,2180
912,Grant High School,Portland SD 1J,2180
913,Jefferson High School,Portland SD 1J,2180
914,Lincoln High School,Portland SD 1J,2180
915,Madison High School,Portland SD 1J,2180
916,Metropolitan Learning Center,Portland SD 1J,2180
918,Roosevelt High School,Portland SD 1J,2180
921,White Shield Home,Portland SD 1J,2180
922,Wilson High School,Portland SD 1J,2180
925,Prescott Elementary School,Parkrose SD 3,2181
926,Russell Elementary,Parkrose SD 3,2181
927,Sacramento Elementary School,Parkrose SD 3,2181
928,Shaver Elementary School,Parkrose SD 3,2181
930,Parkrose Middle School,Parkrose SD 3,2181
931,Parkrose High School,Parkrose SD 3,2181
932,Dexter McCarty Middle School,Gresham-Barlow SD 10J,2183
933,East Gresham Elementary School,Gresham-Barlow SD 10J,2183
934,Gordon Russell Middle School,Gresham-Barlow SD 10J,2183
935,Highland Elementary School,Gresham-Barlow SD 10J,2183
936,Hall Elementary School,Gresham-Barlow SD 10J,2183
937,Hollydale Elementary School,Gresham-Barlow SD 10J,2183
938,North Gresham Elementary School,Gresham-Barlow SD 10J,2183
939,Powell Valley Elementary School,Gresham-Barlow SD 10J,2183
940,West Gresham Elementary School,Gresham-Barlow SD 10J,2183
941,East Orient Elementary School,Gresham-Barlow SD 10J,2183
942,West Orient Middle School,Gresham-Barlow SD 10J,2183
943,Alder Elementary School,Reynolds SD 7,2182
945,Fairview Elementary School,Reynolds SD 7,2182
946,Glenfair Elementary School,Reynolds SD 7,2182
947,Hartley Elementary School,Reynolds SD 7,2182
948,Margaret Scott Elementary School,Reynolds SD 7,2182
949,Davis Elementary School,Reynolds SD 7,2182
950,Sweetbriar Elementary School,Reynolds SD 7,2182
951,Troutdale Elementary School,Reynolds SD 7,2182
952,Wilkes Elementary School,Reynolds SD 7,2182
953,Kerr Youth Center/Wynne Watts School ,Multnomah ESD,2148
954,Hauton B Lee Middle School,Reynolds SD 7,2182
957,Reynolds High School,Reynolds SD 7,2182
958,Sauvie Island Academy,Scappoose SD 1J,1944
959,Lynch Meadows Elementary School,Centennial SD 28J,2185
960,Centennial Middle School,Centennial SD 28J,2185
962,Oliver Elementary School,Centennial SD 28J,2185
963,Parklane Elementary School,Centennial SD 28J,2185
964,Lynch View Elementary School,Centennial SD 28J,2185
965,Lynch Wood Elementary School,Centennial SD 28J,2185
966,Pleasant Valley Elementary School,Centennial SD 28J,2185
967,Centennial High School,Centennial SD 28J,2185
972,Cherry Park Elementary School,David Douglas SD 40,2187
973,Gilbert Heights Elementary School,David Douglas SD 40,2187
974,Gilbert Park Elementary School,David Douglas SD 40,2187
975,Lincoln Park Elementary School,David Douglas SD 40,2187
976,Menlo Park Elementary School,David Douglas SD 40,2187
977,Mill Park Elementary School,David Douglas SD 40,2187
978,Ventura Park Elementary School,David Douglas SD 40,2187
979,West Powellhurst Elementary School,David Douglas SD 40,2187
980,Alice Ott Middle School,David Douglas SD 40,2187
981,Floyd Light Middle School,David Douglas SD 40,2187
983,David Douglas High School,David Douglas SD 40,2187
985,Riverdale Grade School,Riverdale SD 51J,2188
986,Gresham High School,Gresham-Barlow SD 10J,2183
987,Sam Barlow High School,Gresham-Barlow SD 10J,2183
989,Lyle Elementary School,Dallas SD 2,2190
990,Oakdale Heights Elementary School,Dallas SD 2,2190
993,Whitworth Elementary School,Dallas SD 2,2190
994,LaCreole Middle School,Dallas SD 2,2190
995,Dallas High School,Dallas SD 2,2190
998,Independence Elementary School,Central SD 13J,2191
999,Monmouth Elementary School,Central SD 13J,2191
1001,Talmadge Middle School,Central SD 13J,2191
1002,Central High School,Central SD 13J,2191
1005,Falls City Elementary School,Falls City SD 57,2193
1006,Falls City High School,Falls City SD 57,2193
1009,Sherman Elementary School,Sherman County SD,2195
1010,Sherman Junior/Senior High School,Sherman County SD,2195
1012,East Elementary School,Tillamook SD 9,2197
1013,Liberty Elementary School,Tillamook SD 9,2197
1014,South Prairie Elementary School,Tillamook SD 9,2197
1016,Tillamook Junior High School,Tillamook SD 9,2197
1017,Tillamook High School,Tillamook SD 9,2197
1019,Nestucca Valley Elementary,Nestucca Valley SD 101J,2199
1020,Garibaldi Elementary School,Neah-Kah-Nie SD 56,2198
1021,Nehalem Elementary School,Neah-Kah-Nie SD 56,2198
1022,Neah-Kah-Nie High School,Neah-Kah-Nie SD 56,2198
1023,Nestucca High School,Nestucca Valley SD 101J,2199
1027,Pilot Rock Elementary School,Pilot Rock SD 2,2202
1028,Pilot Rock High School,Pilot Rock SD 2,2202
1031,Clara Brownell Middle School,Umatilla SD 6R,2204
1032,McNary Heights Elementary School,Umatilla SD 6R,2204
1033,Umatilla High School,Umatilla SD 6R,2204
1034,Highland Hills Elementary School,Hermiston SD 8,2206
1036,Rocky Heights Elementary School,Hermiston SD 8,2206
1037,Sunset Elementary School,Hermiston SD 8,2206
1038,West Park Elementary School,Hermiston SD 8,2206
1039,Armand Larive Middle School,Hermiston SD 8,2206
1040,Hermiston High School,Hermiston SD 8,2206
1041,Ferndale Elementary School,Milton-Freewater Unified SD 7,2205
1046,Lincoln Primary School,Pendleton SD 16,2207
1047,McKay Creek Elementary School,Pendleton SD 16,2207
1048,Sherwood Heights Elementary School,Pendleton SD 16,2207
1049,Washington Elementary School,Pendleton SD 16,2207
1050,West Hills Intermediate,Pendleton SD 16,2207
1051,Sunridge Middle School,Pendleton SD 16,2207
1052,Pendleton High School,Pendleton SD 16,2207
1053,Athena Elementary School,Athena-Weston SD 29RJ,2208
1055,Weston Middle School,Athena-Weston SD 29RJ,2208
1056,Weston-McEwen High School,Athena-Weston SD 29RJ,2208
1057,Central Middle School,Milton-Freewater Unified SD 7,2205
1058,Freewater Elementary School,Milton-Freewater Unified SD 7,2205
1059,Grove Elementary School,Milton-Freewater Unified SD 7,2205
1060,Stanfield Elementary School,Stanfield SD 61,2209
1061,Stanfield Secondary School,Stanfield SD 61,2209
1064,McLoughlin High School,Milton-Freewater Unified SD 7,2205
1066,Central Elementary School,La Grande SD 1,2212
1067,Grande Ronde Child Ctr,La Grande SD 1,2212
1068,Greenwood Elementary School,La Grande SD 1,2212
1069,Island City Elementary School,La Grande SD 1,2212
1071,Willow Elementary School,La Grande SD 1,2212
1072,La Grande Middle School,La Grande SD 1,2212
1073,La Grande High School,La Grande SD 1,2212
1074,Union Elementary School,Union SD 5,2213
1075,Union High School,Union SD 5,2213
1079,Imbler Charter School,Imbler SD 11,2215
1082,Stella Mayfield Elementary School,Elgin SD 23,2217
1083,Elgin High School,Elgin SD 23,2217
1084,Imnaha Elementary School,Joseph SD 6,2219
1087,Joseph Charter School,Joseph SD 6,2219
1088,Wallowa Elementary School,Wallowa SD 12,2220
1089,Wallowa High School,Wallowa SD 12,2220
1090,Enterprise Elementary School,Enterprise SD 21,2221
1091,Enterprise High School,Enterprise SD 21,2221
1092,Troy Elementary School,Troy SD 54,2222
1093,Chenowith Elementary School,North Wasco County SD 21,4131
1095,Mosier Community School,North Wasco County SD 21,4131
1097,Colonel Wright Elementary School,North Wasco County SD 21,4131
1098,Dry Hollow Elementary School,North Wasco County SD 21,4131
1100,The Dalles Middle School,North Wasco County SD 21,4131
1101,The Dalles High School,North Wasco County SD 21,4131
1108,Maupin Elementary School,South Wasco County SD 1,2225
1109,South Wasco County High School,South Wasco County SD 1,2225
1110,Lenox Elementary School,Hillsboro SD 1J,2239
1111,West Union Elementary School,Hillsboro SD 1J,2239
1112,Brookwood Elementary School,Hillsboro SD 1J,2239
1114,W Verne McKinney Elementary School,Hillsboro SD 1J,2239
1115,Eastwood Elementary School,Hillsboro SD 1J,2239
1116,Minter Bridge Elementary School,Hillsboro SD 1J,2239
1117,Mooberry Elementary School,Hillsboro SD 1J,2239
1119,W L Henry Elementary School,Hillsboro SD 1J,2239
1120,Banks Elementary School,Banks SD 13,2240
1123,Banks Middle School,Banks SD 13,2240
1124,Banks High School,Banks SD 13,2240
1126,Neil Armstrong Middle School,Forest Grove SD 15,2241
1127,Tom McCall Upper Elementary,Forest Grove SD 15,2241
1128,Cornelius Elementary School,Forest Grove SD 15,2241
1129,Dilley Elementary School,Forest Grove SD 15,2241
1130,Echo Shaw Elementary School,Forest Grove SD 15,2241
1132,Harvey Clarke Elementary School,Forest Grove SD 15,2241
1133,Joseph Gale Elementary School,Forest Grove SD 15,2241
1134,Forest Grove High School,Forest Grove SD 15,2241
1135,Bridgeport Elementary School,Tigard-Tualatin SD 23J,2242
1136,Charles F Tigard Elementary School,Tigard-Tualatin SD 23J,2242
1137,Mary Woodward Elementary School,Tigard-Tualatin SD 23J,2242
1138,Durham Elementary School,Tigard-Tualatin SD 23J,2242
1139,James Templeton Elementary School,Tigard-Tualatin SD 23J,2242
1140,Metzger Elementary School,Tigard-Tualatin SD 23J,2242
1142,Edward Byrom Elementary School,Tigard-Tualatin SD 23J,2242
1143,Tualatin Elementary School,Tigard-Tualatin SD 23J,2242
1144,Thomas R Fowler Middle School,Tigard-Tualatin SD 23J,2242
1145,Twality Middle School,Tigard-Tualatin SD 23J,2242
1146,Tigard High School,Tigard-Tualatin SD 23J,2242
1147,Butternut Creek Elementary School,Hillsboro SD 1J,2239
1148,Indian Hills Elementary School,Hillsboro SD 1J,2239
1149,Reedville Elementary School,Hillsboro SD 1J,2239
1150,Ladd Acres Elementary School,Hillsboro SD 1J,2239
1151,Witch Hazel Elementary School,Hillsboro SD 1J,2239
1152,Groner Elementary School,Hillsboro SD 1J,2239
1153,Aloha-Huber Park School,Beaverton SD 48J,2243
1154,Barnes Elementary School,Beaverton SD 48J,2243
1155,Beaver Acres Elementary School,Beaverton SD 48J,2243
1156,Bethany Elementary School,Beaverton SD 48J,2243
1157,Greenway Elementary School,Beaverton SD 48J,2243
1158,Cedar Mill Elementary School,Beaverton SD 48J,2243
1159,Chehalem Elementary School,Beaverton SD 48J,2243
1160,Cooper Mountain Elementary School,Beaverton SD 48J,2243
1161,Errol Hassell Elementary School,Beaverton SD 48J,2243
1162,Elmonica Elementary School,Beaverton SD 48J,2243
1163,Fir Grove Elementary School,Beaverton SD 48J,2243
1164,Hazeldale Elementary School,Beaverton SD 48J,2243
1165,Hiteon Elementary School,Beaverton SD 48J,2243
1166,Kinnaman Elementary School,Beaverton SD 48J,2243
1167,St Marys Home for Boys- PACE,Northwest Regional ESD,2230
1168,McKay Elementary School,Beaverton SD 48J,2243
1169,McKinley Elementary School,Beaverton SD 48J,2243
1170,Montclair Elementary School,Beaverton SD 48J,2243
1171,Oak Hills Elementary School,Beaverton SD 48J,2243
1172,Raleigh Hills Elementary School,Beaverton SD 48J,2243
1173,Raleigh Park Elementary School,Beaverton SD 48J,2243
1174,Ridgewood Elementary School,Beaverton SD 48J,2243
1175,Rock Creek Elementary School,Beaverton SD 48J,2243
1176,Terra Linda Elementary School,Beaverton SD 48J,2243
1177,Vose Elementary School,Beaverton SD 48J,2243
1178,West Tualatin View Elementary School,Beaverton SD 48J,2243
1179,William Walker Elementary School,Beaverton SD 48J,2243
1180,Cedar Park Middle School,Beaverton SD 48J,2243
1181,Five Oaks Middle School,Beaverton SD 48J,2243
1182,Meadow Park Middle School,Beaverton SD 48J,2243
1183,Mountain View Middle School,Beaverton SD 48J,2243
1184,Highland Park Middle School,Beaverton SD 48J,2243
1185,Whitford Middle School,Beaverton SD 48J,2243
1186,Aloha High School,Beaverton SD 48J,2243
1187,Beaverton High School,Beaverton SD 48J,2243
1188,Sunset High School,Beaverton SD 48J,2243
1189,Farmington View Elementary School,Hillsboro SD 1J,2239
1190,North Plains Elementary School,Hillsboro SD 1J,2239
1191,J Clyde Hopkins Elementary School,Sherwood SD 88J,2244
1192,Sherwood Middle School,Sherwood SD 88J,2244
1193,Sherwood High School,Sherwood SD 88J,2244
1194,Gaston Elementary School,Gaston SD 511J,2245
1195,Gaston Jr/Sr High School,Gaston SD 511J,2245
1196,R A Brown Middle School,Hillsboro SD 1J,2239
1197,Evergreen Jr High School,Hillsboro SD 1J,2239
1198,South Meadows Middle School,Hillsboro SD 1J,2239
1199,J W Poynter Middle School,Hillsboro SD 1J,2239
1200,Glencoe High School,Hillsboro SD 1J,2239
1201,Hillsboro High School,Hillsboro SD 1J,2239
1205,Fossil Charter School,Fossil SD 21J,2248
1208,Amity Elementary School,Amity SD 4J,2252
1209,Amity Middle School,Amity SD 4J,2252
1210,Amity High School,Amity SD 4J,2252
1211,Dayton Grade School,Dayton SD 8,2253
1212,Dayton High School,Dayton SD 8,2253
1213,Yamhill Carlton Elementary School,Yamhill Carlton SD 1,2251
1216,Dundee Elementary School,Newberg SD 29J,2254
1217,Edwards Elementary School,Newberg SD 29J,2254
1218,Ewing Young Elementary School,Newberg SD 29J,2254
1219,Mabel Rush Elementary School,Newberg SD 29J,2254
1221,Mountain View Middle School,Newberg SD 29J,2254
1222,Newberg Senior High School,Newberg SD 29J,2254
1224,Willamina Elementary School,Willamina SD 30J,2255
1225,Willamina Middle School ,Willamina SD 30J,2255
1226,Willamina High School,Willamina SD 30J,2255
1228,Columbus Elementary School,McMinnville SD 40,2256
1230,Memorial Elementary School,McMinnville SD 40,2256
1231,Newby Elementary School,McMinnville SD 40,2256
1232,Wascher Elementary School,McMinnville SD 40,2256
1233,Patton Middle School,McMinnville SD 40,2256
1234,McMinnville High School,McMinnville SD 40,2256
1235,Faulconer-Chapman School,Sheridan SD 48J,2257
1237,Sheridan High School,Sheridan SD 48J,2257
1238,Yamhill Carlton High School,Yamhill Carlton SD 1,2251
1240,Charlemagne at Fox Hollow Elementary School,Eugene SD 4J,2082
1241,Buena Vista Elementary School,Eugene SD 4J,2082
1242,Corridor Elementary School,Eugene SD 4J,2082
1243,Lane Middle School,Portland SD 1J,2180
1244,Chapman Hill Elementary School,Salem-Keizer SD 24J,2142
1246,Merrick School,Clackamas ESD,1902
1248,Colton Middle School,Colton SD 53,1927
1250,Therapeutic Learning Center,Douglas ESD,1980
1252,The Child Center,Springfield SD 19,2083
1254,Reynolds Middle School,Reynolds SD 7,2182
1257,Klamath Youth Development Center,Klamath Falls City Schools,2056
1259,Yujin Gakuen Elementary School,Eugene SD 4J,2082
1260,Polk ADTC,Dallas SD 2,2190
1264,Mount Scott Elementary School,North Clackamas SD 12,1924
1266,Three Rivers Elementary School,Bend-LaPine Administrative SD 1,1976
1267,Lincoln Elementary School,Woodburn SD 103,2146
1268,French Prairie Middle School,Woodburn SD 103,2146
1270,Sexton Mountain Elementary School,Beaverton SD 48J,2243
1271,Old Mill Center for Children & Families,Linn Benton Lincoln ESD,2098
1272,Boeckman Creek Primary School,West Linn-Wilsonville SD 3J,1922
1275,Family Solutions - Grants Pass,Grants Pass SD 7,2054
1277,Jackson Middle School,Portland SD 1J,2180
1278,Markham Elementary School,Portland SD 1J,2180
1279,"Morrison Child & Family Services, Hand In Hand ",Portland SD 1J,2180
1281,Nickerson Center ADTP,Portland SD 1J,2180
1284,Lifeworks Northwest,Northwest Regional ESD,2230
1285,Jackson Elementary School,Hillsboro SD 1J,2239
1286,Willamette Primary School,West Linn-Wilsonville SD 3J,1922
1287,Athey Creek Middle School,West Linn-Wilsonville SD 3J,1922
1288,Oak Creek Elementary School,Lake Oswego SD 7J,1923
1289,North Lake School,North Lake SD 14,2061
1291,Dayton Jr High School,Dayton SD 8,2253
1293,Sisters Middle School,Sisters SD 6,1978
1294,Sisters High School,Sisters SD 6,1978
1295,Culver Middle School,Culver SD 4,2050
1297,Territorial Elementary School,Junction City SD 69,2091
1298,Helensview High School,Multnomah ESD,2148
1299,Rieke Elementary School,Portland SD 1J,2180
1300,Hazelbrook Middle School,Tigard-Tualatin SD 23J,2242
1301,Tualatin High School,Tigard-Tualatin SD 23J,2242
1302,Tobias Elementary School,Hillsboro SD 1J,2239
1303,Nancy Ryles Elementary School,Beaverton SD 48J,2243
1304,Arts and Communication Magnet Academy,Beaverton SD 48J,2243
1305,Community School,Beaverton SD 48J,2243
1307,Cecile Trost Elementary School,Canby SD 86,1929
1308,Elk Meadow Elementary School,Bend-LaPine Administrative SD 1,1976
1309,High Desert Middle School,Bend-LaPine Administrative SD 1,1976
1310,LaPine Middle School,Bend-LaPine Administrative SD 1,1976
1311,Central Linn Elementary School,Central Linn SD 552,2105
1312,Clear Creek Middle School,Gresham-Barlow SD 10J,2183
1313,Kelly Creek Elementary School,Gresham-Barlow SD 10J,2183
1314,School of Science & Technology,Beaverton SD 48J,2243
1315,Duniway Middle School,McMinnville SD 40,2256
1317,Lava Ridge Elementary School,Bend-LaPine Administrative SD 1,1976
1319,Conestoga Middle School,Beaverton SD 48J,2243
1320,Westview High School,Beaverton SD 48J,2243
1321,Monroe Grade School,Monroe SD 1J,1898
1322,Franklin School,Corvallis SD 509J,1901
1323,Wilsonville High School,West Linn-Wilsonville SD 3J,1922
1324,Amity Creek Elementary School,Bend-LaPine Administrative SD 1,1976
1325,Vern Patrick Elementary School,Redmond SD 2J,1977
1326,Elton Gregory Middle School,Redmond SD 2J,1977
1329,Crossler Middle School,Salem-Keizer SD 24J,2142
